date,SPY,NVDA,MSFT,AAPL,AMZN,GOOGL,META,AVGO,ORCL,CRM,AMD
2021-07-26,441.02,192.94,289.05,148.99,3699.82,2680.7,372.46,482.24,87.86,247.6,91.82
2021-07-27,439.01,192.08,286.54,146.77,3626.39,2638.0,367.81,475.36,87.8,243.51,91.03
2021-07-28,438.83,195.03,286.22,144.98,3630.32,2721.88,373.28,477.65,87.18,243.96,97.93
2021-07-29,440.65,196.62,286.5,145.64,3599.92,2715.55,358.32,484.11,87.63,244.04,102.95
2021-07-30,438.51,194.99,284.91,145.86,3327.59,2694.53,356.3,485.4,87.14,241.93,106.19
2021-08-02,437.59,197.5,284.82,145.52,3331.48,2697.09,351.95,484.68,87.6,240.86,108.63
2021-08-03,441.15,198.15,287.12,147.36,3366.24,2712.6,351.24,486.79,89.74,241.13,112.56
2021-08-04,438.98,202.74,286.51,146.95,3354.72,2702.51,358.92,487.8,90.05,244.17,118.77
2021-08-05,441.76,206.37,289.52,147.06,3375.99,2725.03,362.97,487.67,89.43,250.56,112.35
2021-08-06,442.49,203.66,289.46,146.14,3344.94,2714.77,363.51,485.43,89.52,250.59,110.11
2021-08-09,442.13,202.95,288.33,146.09,3341.87,2738.26,361.61,484.68,89.9,249.32,107.58
2021-08-10,442.68,199.36,286.44,145.6,3320.68,2736.14,361.13,482.26,89.64,243.39,106.48
2021-08-11,443.78,196.99,286.95,145.86,3292.11,2725.58,359.96,483.55,89.63,242.28,107.68
2021-08-12,445.11,199.05,289.81,148.89,3303.5,2743.88,362.65,484.26,89.81,248.39,106.5
2021-08-13,445.92,201.88,292.85,149.1,3293.97,2754.55,363.18,486.16,90.38,251.56,110.55
2021-08-16,446.97,199.5,294.6,151.12,3298.99,2766.19,366.56,488.14,90.82,249.2,107.48
2021-08-17,444.04,194.58,293.08,150.19,3241.96,2733.23,358.45,478.69,90.95,246.99,107.56
2021-08-18,439.18,190.4,290.73,146.36,3201.22,2708.98,355.45,468.97,88.94,251.22,103.44
2021-08-19,439.86,197.98,296.77,146.7,3187.75,2713.6,355.12,473.53,88.71,253.07,103.7
2021-08-20,443.36,208.16,304.36,148.19,3199.95,2748.59,359.37,475.17,88.94,256.13,104.65
2021-08-23,447.26,219.58,304.65,149.71,3265.87,2800.83,363.35,482.45,89.12,260.52,108.77
2021-08-24,447.97,217.93,302.62,149.62,3305.78,2825.23,365.51,481.43,88.55,259.66,107.65
2021-08-25,448.91,222.13,302.01,148.36,3299.18,2841.58,368.39,483.41,88.62,260.85,108.3
2021-08-26,446.26,220.68,299.09,147.54,3316.0,2828.81,364.38,485.74,88.72,267.79,107.27
2021-08-27,450.25,226.36,299.72,148.6,3349.63,2880.08,372.63,495.94,89.35,266.53,111.4
2021-08-30,452.23,226.88,303.59,153.12,3421.57,2891.81,380.66,498.89,89.45,264.97,111.32
2021-08-31,451.56,223.85,301.88,151.83,3470.79,2893.95,379.38,497.21,89.13,265.27,110.72
2021-09-01,451.8,224.41,301.83,152.51,3479.0,2904.31,382.05,493.16,89.95,268.32,109.99
2021-09-02,453.19,223.96,301.15,153.65,3463.12,2865.74,375.28,491.9,89.8,264.15,109.2
2021-09-03,453.08,228.43,301.14,154.3,3478.05,2874.79,376.26,497.68,90.0,267.08,109.92
2021-09-07,451.46,226.62,300.18,156.69,3509.29,2885.61,382.18,496.59,88.72,265.21,109.15
2021-09-08,450.91,223.39,300.21,155.11,3525.5,2873.82,377.57,494.38,89.47,262.62,106.17
2021-09-09,448.98,221.77,297.25,154.07,3484.16,2870.82,378.0,493.49,89.54,260.74,106.15
2021-09-10,445.44,224.78,295.71,148.97,3469.15,2817.52,378.69,498.15,89.68,257.2,105.2
2021-09-13,446.58,221.52,296.99,149.55,3457.17,2846.65,376.51,498.96,88.89,254.11,104.8
2021-09-14,444.17,222.42,299.79,148.12,3450.0,2850.89,376.53,501.87,86.39,254.37,105.73
2021-09-15,447.88,223.41,304.82,149.03,3475.79,2888.59,373.92,509.74,87.73,256.16,105.6
2021-09-16,447.17,222.42,305.22,148.79,3488.24,2872.2,373.06,507.35,87.25,260.36,106.22
2021-09-17,441.4,219.0,299.87,146.06,3462.52,2816.0,364.72,506.0,86.39,260.53,103.88
2021-09-20,434.04,211.13,294.3,142.94,3355.73,2774.39,355.7,494.82,86.17,258.22,101.55
2021-09-21,433.63,212.46,294.8,143.43,3343.63,2780.66,357.48,490.99,86.92,257.97,102.82
2021-09-22,437.86,219.41,298.58,145.85,3380.05,2805.67,343.21,500.59,88.44,259.17,104.38
2021-09-23,443.18,224.82,299.56,146.83,3416.0,2824.32,345.96,504.3,89.42,277.86,106.15
2021-09-24,443.91,220.81,299.35,146.92,3425.52,2844.3,352.96,504.92,89.94,285.63,105.8
2021-09-27,442.64,216.6,294.17,145.37,3405.8,2821.44,353.58,504.85,91.04,279.68,108.16
2021-09-28,433.72,206.99,283.52,141.91,3315.96,2716.6,340.65,491.02,90.49,272.28,101.52
2021-09-29,434.45,205.17,284.0,142.83,3301.12,2687.07,339.61,489.48,91.25,270.5,100.35
2021-09-30,429.14,207.16,281.92,141.5,3285.04,2673.52,339.39,484.93,87.13,271.22,102.9
2021-10-01,434.24,207.42,289.1,142.65,3283.26,2730.86,343.01,487.35,89.74,275.26,102.45
2021-10-04,428.64,197.32,283.11,139.14,3189.78,2673.19,326.23,475.95,89.26,270.86,100.34
2021-10-05,433.1,204.51,288.76,141.11,3221.0,2720.46,332.96,485.42,91.49,271.77,101.81
2021-10-06,434.9,207.0,293.11,142.0,3262.01,2751.3,333.64,488.78,91.34,275.27,103.64
2021-10-07,438.66,210.75,294.85,143.29,3302.43,2784.5,329.22,493.92,92.31,274.58,106.45
2021-10-08,437.86,208.31,294.85,142.9,3288.62,2795.71,330.05,492.85,94.39,272.48,105.06
2021-10-11,434.69,206.95,294.23,142.81,3246.3,2778.28,325.45,492.34,95.29,273.75,104.68
2021-10-12,433.62,206.71,292.88,141.51,3247.33,2728.98,323.77,485.28,95.57,279.0,105.04
2021-10-13,435.18,209.39,296.31,140.91,3284.28,2751.64,324.54,485.01,96.4,284.41,109.16
2021-10-14,442.5,217.46,302.75,143.76,3299.86,2823.02,328.53,497.6,95.28,290.02,111.99
2021-10-15,445.87,218.62,304.21,144.84,3409.02,2827.36,324.76,503.25,95.33,291.66,112.12
2021-10-18,447.19,222.22,307.29,146.55,3446.74,2855.56,335.34,503.36,96.51,291.7,116.43
2021-10-19,450.64,222.9,308.23,148.76,3444.15,2864.74,339.99,510.39,97.06,292.34,116.33
2021-10-20,452.41,221.03,307.41,149.26,3415.06,2835.38,340.78,509.39,96.64,290.09,116.39
2021-10-21,453.59,226.92,310.76,149.48,3435.01,2837.72,341.88,514.15,96.3,289.81,119.33
2021-10-22,453.12,227.26,309.16,148.69,3335.55,2751.33,324.61,515.41,98.25,292.56,119.82
2021-10-25,455.55,231.66,308.13,148.64,3320.37,2748.94,328.69,522.07,97.89,293.92,122.36
2021-10-26,455.96,247.17,310.11,149.32,3376.07,2786.17,315.81,533.87,96.98,295.11,122.93
2021-10-27,453.94,244.51,323.17,148.85,3392.49,2924.35,312.22,523.11,96.03,295.15,122.28
2021-10-28,458.32,249.41,324.35,152.57,3446.57,2916.98,316.92,529.57,96.23,298.38,121.16
2021-10-29,459.25,255.67,331.62,149.8,3372.43,2960.92,323.57,531.67,95.94,299.69,120.23
2021-11-01,460.04,258.27,329.37,148.96,3318.11,2869.94,329.98,528.05,94.38,302.76,125.23
2021-11-02,461.9,264.01,333.13,150.02,3312.75,2908.65,328.08,537.07,95.87,302.95,127.63
2021-11-03,464.72,265.98,334.0,151.49,3384.0,2931.96,331.62,542.37,96.15,302.89,130.53
2021-11-04,466.91,298.01,336.44,150.96,3477.0,2965.35,335.85,548.62,95.63,308.04,137.5
2021-11-05,468.53,297.52,336.06,151.28,3518.99,2977.04,341.13,558.92,94.95,307.25,136.34
2021-11-08,468.93,308.04,336.99,150.44,3488.98,2980.62,338.62,558.95,95.14,309.96,150.16
2021-11-09,467.38,306.57,335.95,150.81,3576.23,2978.37,335.37,557.8,94.59,309.71,148.92
2021-11-10,463.62,294.59,330.8,147.92,3482.05,2917.87,327.64,548.77,93.83,299.67,139.87
2021-11-11,463.77,303.9,332.43,147.87,3472.5,2915.33,327.74,555.4,94.04,302.98,146.01
2021-11-12,467.27,303.9,336.72,149.99,3525.15,2973.56,340.89,563.22,93.54,306.65,147.89
2021-11-15,467.43,300.25,336.07,150.0,3545.68,2969.04,347.56,565.77,94.02,305.49,146.49
2021-11-16,469.28,302.03,339.51,151.0,3540.7,2957.52,342.96,568.77,95.61,307.09,152.45
2021-11-17,468.14,292.61,339.12,153.49,3549.0,2960.94,340.77,569.64,95.33,308.02,151.34
2021-11-18,469.73,316.75,341.27,157.87,3696.06,2996.77,338.69,574.81,94.66,302.99,155.02
2021-11-19,468.89,329.85,343.11,160.55,3676.57,2978.53,345.3,568.72,93.97,301.17,155.41
2021-11-22,467.57,319.56,339.83,161.02,3572.57,2926.04,341.01,553.28,94.61,296.84,152.52
2021-11-23,468.19,317.46,337.68,161.41,3580.04,2915.64,337.25,555.12,92.94,291.42,149.92
2021-11-24,469.44,326.74,337.91,161.94,3580.41,2922.4,341.06,558.73,93.58,289.17,157.8
2021-11-26,458.97,315.03,329.68,156.81,3504.56,2843.66,333.12,546.59,92.33,284.21,154.81
2021-11-29,464.6,333.76,336.63,160.24,3561.57,2910.61,338.03,564.34,92.94,296.74,161.91
2021-11-30,455.56,326.76,330.59,165.3,3507.07,2837.95,324.46,553.68,90.74,284.96,158.37
2021-12-01,450.5,314.35,330.08,164.77,3443.72,2821.03,310.6,554.76,89.75,251.5,149.11
2021-12-02,457.4,321.26,329.49,163.76,3437.36,2859.32,310.39,552.45,89.99,261.2,150.68
2021-12-03,453.42,306.93,323.01,161.84,3389.79,2840.03,306.84,558.12,88.24,258.32,144.01
2021-12-06,458.79,300.37,326.19,165.32,3427.37,2863.1,317.87,564.98,88.94,258.75,139.06
2021-12-07,468.28,324.27,334.92,171.18,3523.29,2945.39,322.81,590.4,90.05,266.99,144.85
2021-12-08,469.52,318.26,334.97,175.08,3523.16,2963.73,330.56,588.56,88.94,266.31,145.24
2021-12-09,466.35,304.9,333.1,174.56,3483.42,2952.77,329.82,583.42,88.77,264.32,138.1
2021-12-10,470.74,301.98,342.54,179.45,3444.24,2960.03,329.75,631.68,102.63,266.03,138.55
2021-12-13,466.59,281.61,339.4,175.74,3391.35,2916.53,334.49,621.66,100.89,265.76,133.8
2021-12-14,463.36,283.37,328.34,174.33,3381.83,2878.14,333.74,614.91,99.89,255.59,135.6
2021-12-15,470.6,304.59,334.65,179.3,3466.3,2928.82,341.66,639.86,103.65,260.04,146.5
2021-12-16,466.45,283.87,324.9,172.26,3377.42,2888.9,334.9,620.68,103.22,253.12,138.64
2021-12-17,459.87,278.01,323.8,171.14,3400.35,2834.5,333.79,634.96,96.62,252.93,137.75
2021-12-20,454.98,277.19,319.91,169.75,3341.58,2832.14,325.45,645.03,91.64,247.21,135.8
2021-12-21,463.06,290.75,327.29,172.99,3408.34,2869.45,334.2,646.24,91.51,252.55,144.25
2021-12-22,467.69,294.0,333.2,175.64,3420.74,2928.3,330.45,655.2,89.86,252.8,143.88
2021-12-23,470.6,296.4,334.69,176.28,3421.37,2938.33,335.24,664.8,89.72,253.14,146.14
2021-12-27,477.26,309.45,342.45,180.33,3393.39,2958.13,346.18,674.28,89.54,258.3,154.36
2021-12-28,476.87,303.22,341.25,179.29,3413.22,2933.74,346.22,669.0,88.65,255.45,153.15
2021-12-29,477.48,300.01,341.95,179.38,3384.02,2933.1,342.94,672.61,88.21,254.54,148.26
2021-12-30,476.16,295.86,339.32,178.2,3372.89,2924.01,344.36,665.08,88.01,255.33,145.15
2021-12-31,474.96,294.11,336.32,177.57,3334.34,2897.04,336.35,665.41,87.21,254.13,143.9
2022-01-03,477.71,301.21,334.75,182.01,3408.09,2899.83,338.54,663.32,87.9,255.46,150.24
2022-01-04,477.55,292.9,329.01,179.7,3350.44,2887.99,336.53,670.92,88.84,248.23,144.42
2022-01-05,468.38,276.04,316.38,174.92,3287.14,2755.5,324.17,643.0,86.46,227.67,136.15
2022-01-06,467.94,281.78,313.88,172.0,3265.08,2754.95,332.46,637.03,86.34,229.15,136.23
2022-01-07,466.09,272.47,314.04,172.17,3251.08,2740.34,331.79,619.15,87.51,228.31,132.0
2022-01-10,465.51,274.0,314.27,172.19,3229.72,2773.39,328.07,621.16,89.28,229.63,132.0
2022-01-11,469.73,278.17,314.98,175.08,3307.24,2794.72,334.37,622.05,88.48,234.84,137.31
2022-01-12,471.02,279.99,318.27,175.53,3304.14,2828.61,333.26,622.0,88.31,237.83,137.47
2022-01-13,464.53,265.75,304.8,172.19,3224.28,2771.74,326.48,597.19,87.79,228.63,132.74
2022-01-14,464.72,269.42,310.2,173.07,3242.76,2789.61,331.9,596.37,87.69,231.23,136.88
2022-01-18,456.49,259.03,302.65,169.8,3178.35,2719.96,318.15,577.79,85.55,226.06,131.93
2022-01-19,451.75,250.67,303.33,166.23,3125.98,2702.33,319.59,563.97,83.38,226.27,128.27
2022-01-20,446.75,241.5,301.6,164.51,3033.35,2666.15,316.56,547.72,82.72,222.94,121.89
2022-01-21,437.98,233.74,296.03,162.41,2852.86,2607.03,303.17,533.23,82.22,218.63,118.81
2022-01-24,439.84,233.72,296.37,161.62,2890.88,2616.08,308.71,541.58,82.42,223.03,116.53
2022-01-25,434.47,223.24,288.49,159.78,2799.72,2538.7,300.15,534.14,81.07,215.39,111.13
2022-01-26,433.38,227.72,296.71,159.69,2777.45,2584.66,294.63,557.12,79.59,211.0,110.71
2022-01-27,431.24,219.44,299.84,159.22,2792.75,2580.1,294.64,542.31,79.78,212.74,102.6
2022-01-28,441.95,228.4,308.26,170.33,2879.56,2667.02,301.71,560.1,80.48,222.13,105.24
2022-01-31,449.91,244.86,310.98,174.78,2991.47,2706.07,313.26,585.88,81.16,232.63,114.25
2022-02-01,452.95,246.38,308.76,174.61,3023.87,2752.88,319.0,592.72,81.04,232.12,116.78
2022-02-02,457.35,252.42,313.46,175.84,3012.25,2960.0,323.0,603.43,82.5,225.01,122.76
2022-02-03,446.6,239.48,301.25,172.9,2776.91,2861.8,237.76,580.85,81.94,212.77,120.08
2022-02-04,448.7,243.19,305.94,172.39,3152.79,2865.86,237.09,590.16,82.11,219.23,123.6
2022-02-07,447.26,247.28,300.95,171.66,3158.71,2784.02,224.91,587.63,80.74,216.97,123.67
2022-02-08,450.94,251.08,304.56,174.83,3228.27,2787.98,220.18,600.22,80.79,217.43,128.23
2022-02-09,457.54,267.05,311.21,176.28,3223.79,2831.84,232.0,611.34,83.45,222.04,132.85
2022-02-10,449.32,258.24,302.38,172.12,3180.07,2772.4,228.07,591.36,81.85,217.67,125.77
2022-02-11,440.46,239.49,295.04,168.64,3065.87,2685.65,219.55,573.42,79.75,207.9,113.18
2022-02-14,439.02,242.67,295.0,168.88,3103.34,2710.52,217.7,578.58,78.95,206.4,114.27
2022-02-15,446.1,264.95,300.47,172.79,3130.21,2732.17,221.0,602.77,79.77,214.25,121.47
2022-02-16,446.6,265.11,299.5,172.55,3162.01,2754.76,216.54,597.21,79.19,211.74,117.69
2022-02-17,437.06,245.07,290.73,168.88,3093.05,2650.78,207.71,579.0,75.53,200.03,112.37
2022-02-18,434.23,236.42,287.93,167.3,3052.03,2608.06,206.16,579.99,74.57,196.84,113.83
2022-02-22,429.57,233.9,287.72,164.32,3003.95,2596.27,202.08,577.46,74.12,195.13,115.65
2022-02-23,422.07,223.87,280.34,160.24,2897.685,2551.83,198.45,565.31,72.47,190.54,109.765
2022-02-24,427.99,237.48,294.59,162.51,3027.16,2652.37,207.53,580.0,74.81,204.29,116.51
2022-02-25,437.75,241.57,297.31,164.85,3075.77,2689.19,210.48,588.01,76.35,208.09,121.06
2022-02-28,436.63,243.85,298.79,165.12,3071.26,2701.14,211.03,587.44,75.97,210.53,123.34
2022-03-01,429.98,234.77,294.95,163.2,3022.84,2681.23,203.49,570.12,76.01,208.89,113.83
2022-03-02,437.89,242.2,300.19,166.56,3041.05,2691.43,208.11,585.78,78.28,210.39,118.28
2022-03-03,435.71,237.14,295.92,166.23,2957.97,2677.99,202.97,578.6,78.25,204.75,111.98
2022-03-04,432.17,229.36,289.86,163.17,2912.82,2638.13,200.06,595.99,76.49,203.01,108.41
2022-03-07,419.43,213.52,278.91,159.3,2749.06,2527.57,187.47,570.7,74.32,196.23,102.95
2022-03-08,416.25,215.14,275.85,157.44,2720.29,2542.09,190.29,575.95,73.33,192.08,105.53
2022-03-09,427.41,230.14,288.5,162.95,2785.58,2668.4,198.5,597.02,76.1,203.16,111.05
2022-03-10,425.48,226.58,285.59,158.52,2936.35,2648.59,195.21,587.73,76.65,200.15,106.46
2022-03-11,420.07,221.0,280.07,154.73,2910.49,2597.41,187.61,577.85,77.82,197.9,104.29
2022-03-14,417.0,213.3,276.44,150.62,2837.06,2519.02,186.63,567.8,77.07,193.12,102.25
2022-03-15,426.17,229.73,287.15,155.09,2947.33,2583.96,192.03,592.76,80.6,196.14,109.33
2022-03-16,435.62,244.96,294.39,159.59,3062.08,2665.61,203.63,607.12,79.96,205.57,115.37
2022-03-17,441.07,247.66,295.22,160.62,3144.78,2676.78,207.84,602.67,80.6,210.41,111.69
2022-03-18,444.52,264.53,300.43,163.98,3225.01,2722.51,216.49,610.41,81.68,218.8,113.46
2022-03-21,444.39,267.34,299.16,165.38,3229.83,2722.03,211.49,601.29,80.96,213.72,115.92
2022-03-22,449.59,265.24,304.06,168.82,3297.78,2797.36,216.65,611.34,81.8,218.21,114.78
2022-03-23,443.8,256.34,299.49,170.21,3268.16,2765.51,213.46,599.38,80.39,211.11,113.92
2022-03-24,450.49,281.5,304.1,174.07,3272.99,2831.44,219.57,626.43,82.24,213.98,120.53
2022-03-25,452.69,276.92,303.68,174.72,3295.47,2833.46,221.82,628.87,81.73,211.03,119.67
2022-03-28,455.84,282.19,310.7,175.6,3379.81,2829.11,223.59,632.88,83.6,215.28,120.24
2022-03-29,461.53,286.56,315.41,178.96,3386.3,2850.11,229.86,641.47,84.29,221.29,123.23
2022-03-30,458.79,276.9,313.86,177.77,3326.02,2838.77,227.85,631.09,83.36,214.94,119.22
2022-03-31,451.64,272.86,308.31,174.61,3259.95,2781.35,222.36,629.68,82.73,212.32,109.34
2022-04-01,452.92,267.12,309.42,174.31,3271.2,2803.01,224.85,626.98,82.01,212.25,108.19
2022-04-04,456.8,273.6,314.97,178.44,3366.93,2859.43,233.89,634.85,84.07,218.85,110.53
2022-04-05,451.03,259.31,310.88,175.06,3281.1,2811.82,231.84,614.12,82.94,210.14,106.82
2022-04-06,446.52,244.07,299.5,171.83,3175.12,2730.96,223.3,602.0,82.12,200.82,103.67
2022-04-07,448.77,242.08,301.37,172.14,3155.69,2717.77,222.95,603.05,81.54,200.16,103.72
2022-04-08,447.57,231.19,296.97,170.09,3089.21,2665.75,222.33,587.0,80.94,197.17,101.0
2022-04-11,439.92,219.17,285.26,165.75,3022.44,2576.47,216.46,580.61,79.76,195.45,97.37
2022-04-12,438.29,215.04,282.06,167.66,3015.75,2554.29,214.14,585.07,79.33,194.81,95.1
2022-04-13,443.31,222.03,287.62,170.4,3110.82,2597.88,214.99,592.54,79.75,195.72,97.74
2022-04-14,437.79,212.58,279.83,165.29,3034.13,2534.6,210.18,573.85,79.45,189.41,93.06
2022-04-18,437.97,217.83,280.52,165.07,3055.7,2553.53,210.77,586.5,78.22,187.01,93.89
2022-04-19,445.04,221.98,285.3,167.4,3162.31,2600.18,217.31,597.62,79.56,191.39,96.93
2022-04-20,444.71,214.82,286.36,167.23,3079.96,2560.8,200.42,597.72,80.29,186.23,94.02
2022-04-21,438.06,201.83,280.81,166.42,2965.92,2496.29,188.07,592.73,79.48,177.23,89.85
2022-04-22,426.04,195.15,274.03,161.79,2887.0,2392.71,184.11,586.95,76.21,171.43,88.14
2022-04-25,428.51,199.02,280.72,162.88,2921.48,2461.48,186.99,587.88,76.98,174.57,90.69
2022-04-26,416.1,187.88,270.22,156.8,2787.82,2373.0,180.95,560.07,74.51,170.08,85.16
2022-04-27,417.27,184.15,283.22,156.57,2763.34,2285.89,174.95,559.54,74.76,174.68,84.91
2022-04-28,427.81,197.82,289.63,163.64,2891.93,2370.45,205.73,578.94,76.14,185.74,89.64
2022-04-29,412.0,185.47,277.52,157.65,2485.63,2282.19,200.47,554.39,73.4,175.94,85.52
2022-05-02,414.48,195.33,284.47,157.96,2490.0,2331.66,211.13,576.35,74.0,177.57,89.84
2022-05-03,416.38,196.02,281.78,159.48,2485.07,2346.68,212.03,581.17,73.29,178.36,91.13
2022-05-04,429.06,203.34,289.98,166.02,2518.57,2445.22,223.41,603.66,75.21,185.48,99.42
2022-05-05,413.81,188.44,277.35,156.77,2328.14,2330.11,208.28,579.99,72.8,172.3,93.87
2022-05-06,411.34,186.75,274.73,157.28,2295.45,2314.93,203.77,580.1,72.49,169.7,95.34
2022-05-09,398.17,169.5,264.58,152.06,2175.78,2250.22,196.21,562.92,71.54,163.6,86.36
2022-05-10,399.09,175.95,269.5,154.51,2177.18,2287.9,197.65,581.39,72.53,167.15,88.73
2022-05-11,392.75,166.3,260.55,146.5,2107.44,2272.05,188.74,567.11,71.03,161.27,87.92
2022-05-12,392.34,161.75,255.35,142.56,2138.61,2256.88,191.24,571.57,70.73,160.42,87.06
2022-05-13,401.72,177.06,261.12,147.11,2261.1,2321.01,198.62,588.24,71.17,166.91,95.12
2022-05-16,400.09,172.64,261.5,145.54,2216.21,2288.9,200.04,582.67,69.71,164.12,94.24
2022-05-17,408.32,181.77,266.82,149.24,2307.37,2329.46,202.62,608.15,71.88,163.73,102.47
2022-05-18,391.86,169.38,254.08,140.82,2142.25,2237.99,192.24,570.57,68.3,157.33,96.28
2022-05-19,389.46,171.24,253.14,137.35,2146.38,2207.68,191.29,546.21,67.04,155.6,96.67
2022-05-20,389.63,166.94,252.56,137.59,2151.82,2178.16,193.54,543.19,68.63,159.65,93.5
2022-05-23,396.92,168.98,260.65,143.11,2151.14,2229.76,196.23,526.36,70.04,160.32,95.07
2022-05-24,393.89,161.54,259.62,140.36,2082.0,2119.4,181.28,524.2,69.03,156.93,91.16
2022-05-25,397.37,169.75,262.52,140.52,2135.5,2116.1,183.83,531.63,69.83,159.65,92.65
2022-05-26,405.31,178.51,265.9,143.78,2221.55,2155.85,191.63,550.66,71.66,162.46,98.75
2022-05-27,415.26,188.11,273.24,149.64,2302.93,2246.33,195.13,583.28,72.78,165.1,102.26
2022-05-31,412.93,186.72,271.87,148.84,2404.19,2275.24,193.64,580.13,71.92,160.24,101.86
2022-06-01,409.59,183.2,272.42,148.71,2433.68,2277.84,188.64,573.62,71.6,176.07,101.22
2022-06-02,417.34,195.92,274.58,151.21,2510.22,2352.45,198.86,576.74,73.14,188.4,108.59
2022-06-03,410.54,187.2,270.02,145.38,2447.0,2290.82,190.78,563.32,71.79,184.91,106.3
2022-06-06,411.79,187.86,268.75,146.14,124.79,2336.41,194.25,561.23,72.97,182.87,105.65
2022-06-07,415.74,189.26,272.5,148.71,123.0,2342.99,195.65,572.99,72.69,187.15,105.28
2022-06-08,411.22,186.48,270.41,147.96,121.18,2343.88,196.64,565.36,71.38,189.19,101.9
2022-06-09,401.44,180.48,264.79,142.64,116.15,2296.71,184.0,556.22,69.22,187.11,98.8
2022-06-10,389.8,169.74,252.99,137.13,109.65,2223.23,175.57,541.27,67.14,178.45,94.82
2022-06-13,375.0,156.47,242.26,131.88,103.67,2127.85,164.26,517.62,64.05,166.03,86.99
2022-06-14,373.87,158.36,244.49,132.76,102.31,2134.31,163.73,520.17,70.72,164.45,86.99
2022-06-15,379.2,165.27,251.76,135.43,107.67,2195.29,169.35,526.71,69.7,168.55,89.3
2022-06-16,366.65,156.01,244.97,130.06,103.66,2120.67,160.87,497.18,68.71,159.85,82.05
2022-06-17,365.86,158.8,247.65,131.56,106.22,2142.87,163.74,498.65,67.72,163.26,81.57
2022-06-21,375.07,165.66,253.74,135.87,108.68,2230.88,157.05,503.77,67.68,166.83,83.79
2022-06-22,374.39,163.6,253.13,135.35,108.95,2229.75,155.85,496.1,66.53,167.45,83.75
2022-06-23,378.06,162.25,258.86,138.27,112.44,2244.84,158.75,496.58,67.63,173.05,82.43
2022-06-24,390.08,171.26,267.7,141.66,116.46,2359.5,170.16,509.09,70.7,185.92,87.08
2022-06-27,388.59,168.69,264.89,141.66,113.22,2316.67,169.49,505.71,70.41,181.31,86.16
2022-06-28,380.65,159.82,256.48,137.44,107.4,2240.15,160.68,498.45,68.58,171.46,80.78
2022-06-29,380.34,155.42,260.26,139.23,108.92,2234.03,163.94,490.41,69.21,170.61,77.99
2022-06-30,377.25,151.59,256.83,136.72,106.21,2179.26,161.25,485.81,69.87,165.04,76.47
2022-07-01,381.24,145.23,259.58,138.93,109.56,2174.75,160.03,477.84,70.87,168.2,73.67
2022-07-05,381.96,149.64,262.85,141.56,113.5,2265.26,168.19,476.3,71.99,172.2,75.2
2022-07-06,383.25,151.3,266.21,142.92,114.33,2291.44,169.77,482.61,71.66,172.73,75.35
2022-07-07,388.99,158.58,268.4,146.35,116.33,2375.66,172.19,498.54,71.83,176.64,79.3
2022-07-08,388.67,158.38,267.66,147.04,115.54,2387.07,170.88,498.69,71.87,175.5,79.35
2022-07-11,384.23,151.52,264.51,144.87,111.75,2313.53,162.88,482.86,71.57,174.36,76.95
2022-07-12,380.83,150.82,253.67,145.86,109.22,2280.41,163.27,481.37,70.41,166.33,76.36
2022-07-13,378.83,151.64,252.72,145.49,110.4,2227.07,163.49,481.73,70.03,163.49,77.52
2022-07-14,377.91,153.72,254.08,148.47,110.63,2207.35,158.05,484.64,69.45,161.04,78.6
2022-07-15,385.13,157.62,256.72,150.17,113.55,2235.55,164.7,494.46,70.74,167.38,81.11
2022-07-18,381.95,161.01,254.25,147.07,113.76,109.03,167.23,491.06,70.21,167.89,81.43
2022-07-19,392.27,169.92,259.53,151.0,118.21,113.81,175.78,509.0,72.24,173.81,85.88
2022-07-20,394.77,178.07,262.27,153.04,122.77,113.9,183.09,511.77,72.59,182.45,89.43
2022-07-21,398.79,180.5,264.84,155.35,124.63,114.34,183.17,517.68,74.54,185.35,91.09
2022-07-22,395.09,173.19,260.36,154.09,122.42,107.9,169.27,512.52,74.9,182.47,88.1
2022-07-25,395.57,170.24,258.83,152.95,121.14,107.51,166.65,513.11,74.86,177.29,87.54
2022-07-26,390.89,165.33,251.9,151.6,114.81,105.02,159.15,511.09,74.03,170.46,85.25
2022-07-27,401.04,177.9,268.74,156.79,120.97,113.06,169.58,527.79,75.87,180.3,89.82
2022-07-28,406.04,179.84,276.41,157.35,122.28,114.22,160.72,533.61,77.04,181.29,91.67
2022-07-29,411.99,181.63,280.74,162.51,134.95,116.32,159.1,535.48,77.84,184.02,94.47
2022-08-01,410.77,184.41,278.01,161.51,135.39,114.86,159.93,536.37,77.44,182.98,96.78
2022-08-02,408.06,185.26,274.82,160.01,134.16,115.13,160.19,531.21,76.35,183.79,99.29
2022-08-03,414.45,188.93,282.47,166.13,139.52,118.08,168.8,546.74,77.37,189.65,98.09
2022-08-04,414.17,192.15,283.65,165.81,142.57,118.19,170.57,552.8,77.4,191.27,103.91
2022-08-05,413.47,189.89,282.91,165.35,140.8,117.47,167.11,551.44,77.35,190.17,102.31
2022-08-08,412.99,177.93,280.32,164.87,139.41,117.3,170.25,545.53,76.47,189.75,100.07
2022-08-09,411.35,170.86,282.3,164.92,137.83,116.63,168.53,532.8,76.77,182.24,95.54
2022-08-10,419.99,180.97,289.16,169.24,142.69,119.7,178.34,550.41,77.54,188.61,99.05
